nombre,edad,altura_cm,peso_kg,alcance_cm,splm,sapm,str_acc,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,imagen_url
Cortavious Romious,32.273972602739725,162.56,61.23492,172.72,1.91,3.46,0.38,0.39,2.29,0.66,0.64,0.8,9,4,
Juancamilo Ronderos,31.15890410958904,160.02,56.699,162.56,2.18,2.18,0.3,0.63,2.72,0.33,0.0,0.0,4,2,
Rongzhu,26.104109589041094,175.26,70.30676,180.34,6.02,5.44,0.51,0.52,1.35,0.62,0.84,0.1,27,6,
Jesse Ronson,40.31506849315068,177.8,70.30676,177.8,3.54,3.39,0.47,0.57,0.46,0.28,0.57,0.5,21,12,
George Roop,44.43835616438356,185.42,61.23492,182.88,3.43,2.47,0.34,0.6,1.05,0.57,0.59,0.1,15,13,
Joao Roque,54.75068493150685,167.64000000000001,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,
Aaron Rosa,42.893150684931506,193.04,92.98636,195.58,4.03,4.41,0.47,0.45,0.36,0.33,0.85,0.4,18,6,
Charles Rosa,39.64931506849315,175.26,65.77083999999999,175.26,3.08,3.86,0.36,0.47,1.67,0.35,0.38,1.0,14,8,
Karol Rosa,31.293150684931508,165.1,61.23492,170.18,5.88,4.59,0.56,0.49,1.17,0.48,0.7,0.2,19,7,
Jacob Rosales,30.71780821917808,180.34,70.30676,187.96,7.19,10.66,0.46,0.44,1.12,0.18,0.5,0.6,13,7,
Raul Rosas Jr.,21.512328767123286,175.26,61.23492,170.18,1.34,1.24,0.42,0.52,6.1,0.54,0.25,0.9,12,1,
Hilarie Rose,33.42739726027397,160.02,52.16308,160.02,2.33,6.13,0.33,0.44,0.0,0.0,1.0,0.0,4,2,
Jake Rosholt,44.18904109589041,185.42,83.91452,0.0,2.68,2.33,0.53,0.49,6.51,0.68,0.0,1.8,12,5,
Jared Rosholt,39.704109589041096,187.96,120.20188,190.5,2.08,1.52,0.46,0.59,1.83,0.41,0.66,0.1,14,4,
Kevin Rosier,0.0,193.04,124.7378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,6,
Zach Rosol,0.0,0.0,110.222856,0.0,0.0,14.21,0.0,0.25,0.0,0.0,0.0,0.0,3,2,
Shannon Ross,36.93150684931507,167.64000000000001,56.699,167.64000000000001,5.96,7.39,0.39,0.55,0.0,0.0,1.0,0.0,13,9,
Nick Rossborough,44.416438356164385,195.57999999999998,92.98636,0.0,2.8,4.33,0.35,0.35,0.0,0.0,1.0,0.0,26,19,
Kristian Rothaermel,54.221917808219175,182.88,92.98636,0.0,0.75,2.49,0.5,0.41,0.0,0.0,0.0,0.0,4,3,
Ben Rothwell,44.50410958904109,193.04,120.20188,198.12,3.71,4.63,0.42,0.47,0.68,0.34,0.7,0.4,39,14,
Rick Roufus,59.88767123287671,182.88,93.893544,0.0,0.53,1.06,0.33,0.33,0.0,0.0,0.5,0.0,4,6,
Khalil Rountree Jr.,36.136986301369866,185.42,92.98636,193.04,3.88,4.33,0.4,0.49,0.0,0.0,0.58,0.1,15,7,
Ronda Rousey,39.20821917808219,170.18,61.23492,167.64000000000001,4.17,4.14,0.52,0.44,6.26,0.68,0.5,4.8,12,2,imagenes/Ronda Rousey.png
Ray Routh,0.0,172.72,83.91452,0.0,0.54,3.22,0.21,0.28,2.69,0.33,0.0,0.0,2,1,
Roberta Rovel,0.0,172.72,65.77083999999999,0.0,0.87,3.0,0.46,0.26,0.0,0.0,1.0,0.0,4,1,
Phil Rowe,35.74794520547945,190.5,77.11064,203.2,3.51,4.15,0.49,0.5,0.46,0.36,0.53,0.2,11,7,
Cam Rowston,31.23835616438356,190.5,83.91452,198.12,4.26,2.62,0.46,0.51,0.5,0.5,0.33,0.5,14,3,
Kain Royer,0.0,0.0,83.91452,0.0,0.0,1.63,0.0,0.14,0.0,0.0,0.0,4.1,2,2,
Brad Royster,0.0,0.0,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,
Brandon Royval,33.66575342465753,175.26,56.699,172.72,5.54,4.25,0.41,0.43,0.65,0.75,0.45,1.1,17,9,
Jairzinho Rozenstruik,38.084931506849315,187.96,109.76926399999999,198.12,3.48,2.63,0.48,0.52,0.0,0.0,0.72,0.0,15,6,
Mauricio Rua,44.397260273972606,185.42,92.98636,193.04,3.57,2.79,0.5,0.54,2.01,0.48,0.49,0.7,27,14,
Murilo Rua,45.90958904109589,180.34,83.91452,0.0,2.48,1.85,0.45,0.53,1.97,0.45,0.37,1.2,20,13,
Marco Ruas,65.24931506849315,185.42,95.25431999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9,4,
Rodrigo Ruas,48.536986301369865,177.8,83.91452,0.0,1.28,7.0,0.35,0.41,0.0,0.0,0.0,0.0,4,5,
Rodolfo Rubio Perez,39.21643835616438,165.1,65.77083999999999,0.0,1.13,1.0,0.36,0.62,2.0,0.33,0.33,0.0,10,16,
Robert Ruchala,27.91780821917808,172.72,65.77083999999999,182.88,2.27,3.27,0.35,0.57,2.0,0.33,0.0,0.0,11,2,
Gabe Ruediger,48.64109589041096,177.8,70.30676,0.0,1.7,5.16,0.31,0.41,2.04,0.11,0.28,0.0,18,8,
Mauricio Ruffy,29.827397260273973,180.34,70.30676,190.5,4.19,4.09,0.58,0.58,0.0,0.0,0.85,0.0,13,2,
Eddie Ruiz,58.868493150684934,170.18,70.30676,0.0,0.2,1.4,0.25,0.47,2.0,0.12,0.0,0.0,1,1,
Anthony Ruiz,48.46027397260274,187.96,92.98636,0.0,2.56,1.67,0.64,0.28,1.43,0.31,0.21,0.0,33,22,
Paul Ruiz,38.81917808219178,167.64000000000001,61.23492,0.0,1.4,1.4,0.33,0.75,0.0,0.0,1.0,20.9,7,4,
Montserrat Conejo Ruiz,33.1972602739726,152.4,52.16308,154.94,2.21,6.19,0.29,0.44,1.75,0.5,0.44,0.6,10,5,
Mike Russow,49.605479452054794,185.42,115.66596,185.42000000000002,1.55,2.9,0.47,0.59,4.66,0.43,0.0,0.7,15,3,
Bas Rutten,61.15890410958904,185.42,92.98636,0.0,5.59,2.06,0.61,0.79,0.0,0.0,0.0,0.0,28,4,
Mashrabjon Ruzibaev,30.161643835616438,172.72,70.30676,170.18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,4,
Nursulton Ruziboev,32.40547945205479,195.57999999999998,83.91452,193.04,2.59,2.89,0.46,0.48,0.75,0.66,0.33,0.0,36,9,
Casey Ryan,38.80821917808219,0.0,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,3,
Yusup Saadulaev,41.04931506849315,167.64000000000001,61.23492,0.0,0.57,0.96,0.45,0.66,5.73,0.6,0.0,1.0,16,4,
Cameron Saaiman,25.315068493150687,172.72,61.23492,170.18,5.3,4.14,0.46,0.51,0.89,0.28,0.47,0.7,9,3,
Pete Sabala,0.0,0.0,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,15,
Danny Sabatello,33.04383561643836,177.8,61.23492,180.34,2.07,0.2,0.57,0.25,3.0,0.75,1.0,1.0,9,1,
Pat Sabatini,35.43561643835616,172.72,65.77083999999999,177.8,1.69,1.09,0.59,0.5,4.48,0.5,0.5,1.5,21,5,
Amir Sadollah,45.64383561643836,177.8,77.11064,190.5,4.71,3.55,0.46,0.6,0.57,0.27,0.6,0.3,6,5,
Nazim Sadykhov,31.91780821917808,177.8,70.30676,175.26,4.79,5.49,0.49,0.49,1.1,0.45,0.72,0.2,11,2,
Frankie Saenz,45.68493150684932,167.64000000000001,61.23492,167.64000000000001,3.94,3.5,0.47,0.52,1.74,0.31,0.61,0.1,13,7,
Terrance Saeteurn,30.87945205479452,167.64000000000001,56.699,170.18,3.82,3.82,0.4,0.52,0.0,0.0,0.0,0.0,8,2,
Saparbeg Safarov,39.50958904109589,185.42,83.91452,198.12,4.03,2.96,0.48,0.47,2.52,0.41,0.33,0.0,9,3,
Tarec Saffiedine,39.61369863013699,177.8,77.11064,177.8,4.05,3.06,0.47,0.62,0.52,0.36,0.84,0.1,16,7,
Jason Saggo,40.4,180.34,70.30676,180.34,2.5,2.94,0.39,0.52,2.33,0.4,0.23,0.0,12,4,
Kiru Sahota,30.884931506849316,177.8,56.699,185.42000000000002,4.05,2.64,0.52,0.41,0.92,0.33,0.5,0.5,12,3,
Tatsuya Saika,35.57808219178082,182.88,70.30676,185.42000000000002,6.67,9.91,0.44,0.43,0.0,0.0,0.66,0.0,11,5,
Mridul Saikia,28.934246575342467,170.18,56.699,172.72,0.91,2.74,0.28,0.36,0.0,0.0,0.0,0.0,8,1,
Kaushik Saikumar,28.34246575342466,177.8,61.23492,180.34,0.81,5.35,0.28,0.41,0.0,0.0,0.33,1.2,5,1,
Benoit Saint Denis,30.326027397260273,180.34,70.30676,185.42000000000002,5.62,4.09,0.58,0.42,4.19,0.35,0.72,1.8,17,3,
Ovince Saint Preux,43.03013698630137,190.5,92.98636,203.2,3.03,3.33,0.47,0.47,1.09,0.36,0.67,0.5,27,18,
Lukasz Sajewski,35.38630136986301,172.72,70.30676,180.34,2.06,3.88,0.35,0.57,1.01,0.25,0.66,0.0,13,3,
Yukio Sakaguchi,52.73698630136986,175.26,83.91452,0.0,0.3,2.4,0.25,0.5,4.5,1.0,0.0,9.0,6,7,
Augusto Sakai,34.93972602739726,190.5,120.20188,195.58,4.6,3.83,0.49,0.48,0.23,0.4,0.56,0.0,16,5,
Alessio Sakara,44.62739726027397,182.88,83.91452,182.88,3.96,2.8,0.47,0.59,2.18,0.78,0.62,0.0,19,11,
Wataru Sakata,53.11232876712329,175.26,88.45044,0.0,1.11,2.08,0.61,0.31,0.0,0.0,0.0,0.0,11,14,
Gokhan Saki,42.4986301369863,182.88,92.98636,185.42000000000002,7.09,4.57,0.58,0.53,0.0,0.0,1.0,0.0,1,2,
Kazushi Sakuraba,56.772602739726025,182.88,83.91452,0.0,1.26,2.03,0.41,0.51,1.26,0.31,0.48,1.7,26,17,
Hayato Sakurai,50.657534246575345,170.18,76.203456,0.0,2.45,1.94,0.49,0.59,1.87,0.69,0.56,0.3,38,13,
Ryuta Sakurai,54.59178082191781,170.18,83.007336,0.0,1.8,3.44,0.48,0.58,0.52,1.0,0.36,1.6,24,24,
Justin Salas,44.1013698630137,172.72,70.30676,177.8,3.42,2.96,0.43,0.68,2.43,0.2,0.0,0.0,12,7,
Ivan Salaverry,55.276712328767125,182.88,83.91452,0.0,3.01,1.19,0.47,0.76,0.49,0.18,0.36,2.5,14,9,
Roman Salazar,38.153424657534245,170.18,61.23492,0.0,1.95,2.89,0.39,0.57,1.77,0.18,0.5,0.0,10,6,
Luis Saldana,35.21917808219178,180.34,65.77083999999999,185.42000000000002,5.16,3.65,0.5,0.6,0.64,0.17,0.44,0.2,16,7,
John Salgado,0.0,177.8,77.11064,0.0,0.99,1.86,0.5,0.4,0.0,0.0,0.5,0.0,4,8,
Muslim Salikhov,41.85753424657534,180.34,77.11064,177.8,3.37,2.96,0.49,0.62,1.07,0.32,0.72,0.0,22,6,
Gabriel Salinas-Jones,41.40821917808219,185.42,111.13004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,
Brandon Saling,40.21917808219178,177.8,77.11064,0.0,2.88,6.08,0.4,0.2,0.0,0.0,0.57,0.0,8,6,
Quillan Salkilld,26.295890410958904,182.88,70.30676,190.5,5.16,3.24,0.57,0.44,7.95,0.36,0.9,0.8,11,1,
Sean Salmon,48.605479452054794,177.8,83.91452,0.0,1.49,2.03,0.33,0.65,4.06,0.5,0.0,0.0,18,21,
Boston Salmon,35.40547945205479,175.26,61.23492,175.26,4.13,7.75,0.37,0.59,0.0,0.0,1.0,0.0,6,3,
John Salter,41.07671232876712,185.42,83.91452,187.96,1.68,1.68,0.32,0.68,2.85,0.46,0.66,0.5,14,3,
Vinicius Salvador,29.726027397260275,170.18,61.23492,177.8,5.48,6.5,0.43,0.48,0.36,0.11,0.86,0.0,14,7,
Dylan Salvador,32.90684931506849,175.26,70.30676,175.26,4.34,11.57,0.37,0.46,0.0,0.0,0.0,0.0,5,2,
Josh Samman,38.09315068493151,190.5,83.91452,200.66,2.08,2.47,0.52,0.34,1.09,0.33,0.33,0.4,13,4,
Johnny Sampaio,50.608219178082194,172.72,77.11064,0.0,1.32,2.64,0.4,0.5,9.89,0.5,0.0,9.9,3,1,
Josh Sampo,41.73424657534247,162.56,56.699,162.56,1.99,2.96,0.36,0.55,1.06,0.33,0.4,2.1,11,5,
Josh San Diego,0.0,177.8,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,
Samuel Sanches,23.208219178082192,177.8,70.30676,187.96,5.95,0.0,0.75,1.0,0.0,0.0,1.0,0.0,11,1,
Diego Sanchez,44.298630136986304,177.8,77.11064,182.88,2.69,3.02,0.37,0.56,1.51,0.24,0.46,0.8,31,13,
Eddie Sanchez,43.45479452054794,187.96,104.32616,187.96,3.45,3.3,0.43,0.43,1.13,0.26,0.42,0.0,15,8,
Julian Sanchez,0.0,190.5,136.0776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
Bobby Sanchez,36.33698630136986,170.18,70.30676,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,10,35,
Donald Sanchez,41.66575342465753,177.8,65.77083999999999,0.0,0.58,1.16,0.5,0.55,0.0,0.0,0.5,0.0,31,17,
Joby Sanchez,34.81369863013698,167.64000000000001,61.23492,172.72,3.22,2.82,0.36,0.63,0.95,0.71,0.51,0.4,11,4,
Emmanuel Sanchez,35.68219178082192,175.26,65.77083999999999,180.34,4.45,4.17,0.35,0.55,0.25,0.06,0.16,0.5,15,3,
Erick Sanchez,35.534246575342465,177.8,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8,3,
Andrew Sanchez,38.02465753424657,185.42,83.91452,187.96,4.3,5.1,0.43,0.5,2.55,0.36,1.0,0.0,13,7,
Robert Sanchez,40.12054794520548,167.64000000000001,56.699,167.64000000000001,0.96,1.78,0.4,0.46,3.61,0.62,0.5,0.7,8,2,
Jesse Sanders,0.0,182.88,77.11064,0.0,0.0,6.45,0.0,0.35,0.0,0.0,0.5,0.0,23,7,
Luke Sanders,40.347945205479455,167.64000000000001,61.23492,170.18,6.61,4.37,0.52,0.5,0.71,0.3,0.72,0.2,13,5,
Jerrod Sanders,46.55068493150685,172.72,61.23492,182.88,0.88,1.14,0.64,0.46,2.2,0.33,0.5,1.6,16,3,
Cory Sandhagen,33.989041095890414,180.34,61.23492,177.8,4.86,3.47,0.45,0.56,1.15,0.34,0.56,0.2,18,6,
Hugo Sandoval,0.0,0.0,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,
Raul Sandoval,0.0,0.0,58.96696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,
Joseph Sandoval,39.93698630136986,170.18,61.23492,0.0,1.82,12.12,0.42,0.6,0.0,0.0,0.0,0.0,7,7,
Hector Sandoval,39.74794520547945,157.48000000000002,56.699,162.56,3.31,2.33,0.52,0.65,3.49,0.25,0.71,1.4,14,4,
Chris Sanford,58.11232876712329,180.34,83.91452,0.0,0.23,3.22,0.5,0.17,0.0,0.0,0.0,3.5,5,1,
Roldan Sangcha'an,35.367123287671234,162.56,56.699,0.0,2.71,2.15,0.46,0.51,1.94,0.6,0.68,0.0,4,2,
Yuhi Sano,61.21917808219178,180.34,110.222856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4,
Martin Sano,34.88219178082192,180.34,77.11064,190.5,4.0,12.0,0.33,0.4,0.0,0.0,0.0,0.0,4,3,
Jonathan Santa Maria,0.0,175.26,56.699,0.0,3.6,2.53,0.51,0.74,0.0,0.0,0.8,0.0,3,4,
Duda Santana,30.263013698630136,170.18,65.77083999999999,185.42000000000002,6.01,2.72,0.39,0.73,6.44,0.6,0.0,0.0,3,1,
Shaheen Santana,34.868493150684934,185.42,70.30676,190.5,0.82,1.65,0.42,0.4,0.0,0.0,0.0,2.8,6,1,
Neemias Santana,29.764383561643836,187.96,83.91452,193.04,1.67,2.0,0.34,0.52,0.0,0.0,0.0,0.0,7,3,
Sean Santella,41.47945205479452,165.1,56.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,6,
Jorge Santiago,45.52602739726027,185.42,77.11064,190.5,1.69,2.62,0.35,0.56,0.58,0.3,0.52,0.8,25,12,
Mike Santiago,36.72054794520548,177.8,65.77083999999999,175.26,3.44,3.58,0.49,0.36,2.66,0.5,0.53,1.1,19,12,
Will Santiago,43.19178082191781,170.18,83.91452,0.0,1.47,5.53,0.39,0.56,1.0,0.5,1.0,0.0,9,5,
Richie Santiago,33.515068493150686,170.18,61.23492,170.18,3.87,4.87,0.49,0.42,0.0,0.0,0.25,0.0,7,2,
Jose Santibanez,46.25205479452055,0.0,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,3,
Art Santore,53.484931506849314,187.96,83.91452,0.0,1.4,7.31,0.12,0.52,0.0,0.0,1.0,0.0,18,8,
Adriano Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
Paulo Santos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,3,
Evangelista Santos,48.35342465753425,177.8,77.11064,193.04,3.94,6.01,0.36,0.49,0.78,1.0,0.5,0.4,21,18,
Luis Santos,46.295890410958904,185.42,77.11064,0.0,4.4,4.0,0.57,0.64,0.0,0.0,0.0,0.0,63,10,
Iliarde Santos,45.56438356164384,165.1,56.699,170.18,3.0,6.1,0.3,0.57,1.66,0.23,0.83,0.0,30,13,
Leonardo Santos,46.202739726027396,182.88,70.30676,190.5,2.82,3.4,0.46,0.54,0.88,0.25,0.86,0.2,18,7,
Thiago Santos,42.27945205479452,187.96,92.98636,193.04,3.72,2.57,0.48,0.53,0.88,0.33,0.65,0.1,22,11,
Bruno Santos,38.75342465753425,175.26,83.91452,0.0,1.18,2.27,0.46,0.56,3.0,0.37,0.66,0.3,15,2,
Andre Santos,0.0,182.88,77.11064,0.0,2.77,4.17,0.34,0.41,2.5,0.29,0.75,0.0,38,10,
Gleristone Santos,37.657534246575345,175.26,65.77083999999999,0.0,3.4,4.4,0.31,0.64,0.0,0.0,0.75,0.0,33,7,
Yana Santos,36.43013698630137,167.64000000000001,61.23492,172.72,4.41,3.12,0.57,0.52,0.78,0.47,0.51,0.1,17,8,
Taila Santos,32.81643835616438,167.64000000000001,56.699,172.72,3.39,2.64,0.48,0.58,2.0,0.76,0.86,1.1,19,3,
Marilia Santos,33.342465753424655,162.56,56.699,0.0,4.4,4.07,0.54,0.53,1.0,1.0,0.66,1.0,10,3,
Edivan Santos,33.95342465753425,193.04,112.490816,198.12,1.55,7.09,0.48,0.26,0.0,0.0,0.25,0.0,12,3,
Daniel Santos,31.095890410958905,170.18,65.77083999999999,170.18,4.76,5.03,0.4,0.51,3.01,0.4,0.73,0.0,14,2,
Gabriel Santos,29.378082191780823,175.26,65.77083999999999,177.8,4.35,4.31,0.6,0.45,3.8,0.54,0.87,1.2,12,2,
Luana Santos,25.994520547945207,167.64000000000001,61.23492,170.18,2.99,2.93,0.52,0.63,2.17,0.47,0.85,1.2,10,2,
Djorden Santos,28.704109589041096,182.88,83.91452,190.5,7.0,5.98,0.44,0.48,0.67,0.33,0.86,0.0,11,2,
Mairon Santos,25.843835616438355,170.18,65.77083999999999,182.88,3.33,2.24,0.48,0.65,0.0,0.0,0.69,0.0,18,1,
Nick Sanzo,63.26849315068493,175.26,86.18248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
Bob Sapp,51.57808219178082,195.57999999999998,158.7572,0.0,3.19,1.88,0.55,0.49,0.58,1.0,0.72,0.0,11,20,
Daniel Sarafian,43.66027397260274,175.26,83.91452,185.42000000000002,2.23,3.1,0.46,0.58,0.36,0.07,0.53,0.7,10,6,
Jeka Saragih,31.28767123287671,172.72,65.77083999999999,175.26,2.75,2.82,0.5,0.4,2.17,0.8,0.66,0.5,14,5,
Diego Saraiva,43.989041095890414,167.64000000000001,70.30676,0.0,1.64,3.58,0.32,0.62,1.33,0.4,0.0,0.7,22,20,
Gokhan Saricam,35.136986301369866,0.0,120.20188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,
Harris Sarmiento,42.608219178082194,175.26,70.30676,0.0,0.84,3.46,0.25,0.36,2.36,0.6,0.57,0.0,36,26,
Alexander Sarnavskiy,37.24657534246575,180.34,70.30676,0.0,1.43,2.06,0.66,0.42,0.0,0.0,0.75,0.0,35,6,
Yuki Sasaki,49.602739726027394,187.96,83.91452,0.0,1.09,1.2,0.43,0.57,0.43,1.0,0.66,0.0,25,22,
Kyosuke Sasaki,46.534246575342465,170.18,83.007336,0.0,0.33,0.93,0.45,0.46,0.0,0.0,0.0,0.0,3,7,
Yuta Sasaki,36.52602739726027,177.8,56.699,180.34,2.16,2.5,0.41,0.5,3.03,0.43,0.41,1.2,21,6,
Paul Sass,37.701369863013696,182.88,70.30676,185.42000000000002,0.53,1.9,0.26,0.51,0.53,0.16,0.33,7.4,14,2,
Keisuke Sasu,31.542465753424658,165.1,65.77083999999999,175.26,2.76,2.42,0.49,0.48,3.76,0.4,0.61,1.9,11,3,
Masaaki Satake,60.68219178082192,185.42,99.79024,0.0,1.4,3.76,0.35,0.41,0.0,0.0,0.58,0.0,1,8,
Takenori Sato,40.86027397260274,177.8,77.11064,0.0,0.46,12.92,0.33,0.09,0.0,0.0,0.0,0.0,19,11,
Takashi Sato,35.85479452054795,177.8,77.11064,185.42000000000002,2.21,3.73,0.41,0.44,0.76,0.37,0.6,0.0,16,7,
Shogo Sato,32.85479452054795,170.18,77.11064,167.64000000000001,2.14,25.71,0.25,0.29,0.0,0.0,0.0,0.0,5,1,
Uran Satybaldiev,31.682191780821917,193.04,92.98636,200.66,2.14,3.66,0.25,0.44,0.0,0.0,0.5,1.7,9,1,
Jeimeson Saudino,35.11780821917808,167.64000000000001,61.23492,0.0,0.66,0.82,0.3,0.84,2.47,0.5,0.0,2.5,8,5,
Tom Sauer,55.443835616438356,185.42,119.294696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,12,
Townsend Saunders,0.0,165.1,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2,
Ben Saunders,43.016438356164386,187.96,77.11064,195.58,3.23,3.58,0.5,0.51,0.2,0.4,0.66,1.3,22,13,
Chad W. Saunders,0.0,177.8,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,2,
Chris Saunders,40.104109589041094,172.72,70.30676,0.0,1.48,2.96,0.22,0.75,3.7,1.0,0.0,0.0,16,8,
Christien Savoie,33.63013698630137,180.34,77.11064,182.88,1.39,6.95,0.45,0.23,0.0,0.0,0.12,0.0,10,2,
Lumumba Sayers,47.8054794520548,182.88,83.91452,0.0,2.54,2.37,0.41,0.48,7.63,0.75,0.0,2.5,6,5,
Matt Sayles,32.14794520547945,170.18,70.30676,172.72,4.83,2.81,0.41,0.61,0.36,0.16,0.81,0.7,8,4,
Brandon Sayles,44.989041095890414,195.57999999999998,120.20188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,1,
Mikheil Sazhiniani,29.526027397260275,182.88,92.98636,180.34,2.27,3.03,0.28,0.52,0.0,0.0,1.0,0.0,13,3,
Mark Scanlon,0.0,175.26,77.11064,0.0,2.2,3.33,0.35,0.48,3.0,0.75,0.25,2.0,9,2,
Eric Schafer,48.58082191780822,190.5,83.91452,193.04,1.89,3.38,0.34,0.56,1.81,0.36,0.5,1.8,14,8,
Kerry Schall,54.701369863013696,187.96,120.20188,0.0,0.94,4.84,0.11,0.63,0.0,0.0,0.0,0.0,24,13,
Eric Schambari,47.99452054794521,180.34,83.91452,0.0,1.43,1.07,0.42,0.54,3.0,0.42,0.0,1.0,15,6,
Brendan Schaub,43.087671232876716,193.04,111.13004,198.12,2.92,2.22,0.37,0.57,2.32,0.46,0.72,0.4,10,5,
Matheus Scheffel,33.446575342465756,187.96,92.98636,190.5,1.33,3.0,0.36,0.47,0.0,0.0,1.0,0.0,14,7,
Antonio Schembri,51.88767123287671,175.26,92.98636,0.0,0.72,2.12,0.26,0.55,1.31,0.4,0.0,0.4,5,5,
Fabiano Scherner,53.80821917808219,190.5,116.573144,0.0,1.31,3.2,0.31,0.38,1.09,0.33,0.4,0.0,11,10,
Samy Schiavo,50.323287671232876,172.72,70.30676,0.0,1.68,2.62,0.34,0.38,0.94,0.5,0.66,0.9,10,6,
Pat Schilling,37.635616438356166,172.72,65.77083999999999,0.0,1.87,8.24,0.26,0.52,0.0,0.0,0.0,0.0,5,2,
Joe Schilling,0.0,190.5,83.91452,0.0,2.84,2.64,0.52,0.48,0.0,0.0,0.44,0.0,2,5,
Semmy Schilt,52.48219178082192,208.28,120.20188,0.0,1.2,1.31,0.5,0.53,0.0,0.0,0.47,1.1,26,14,
Adam Schindler,42.917808219178085,172.72,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,6,
Daniel Schmitt,0.0,0.0,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,
Colleen Schneider,44.104109589041094,0.0,61.23492,0.0,2.17,2.5,0.48,0.5,2.5,0.5,0.6,0.0,11,7,
Matt Schnell,36.25205479452055,172.72,56.699,177.8,4.07,4.11,0.4,0.55,0.6,0.45,0.43,1.2,17,10,
Alex Schoenauer,49.95890410958904,190.5,83.91452,0.0,1.22,2.27,0.4,0.42,0.0,0.0,0.22,4.9,15,10,
Bailey Schoenfelder,28.561643835616437,190.5,120.20188,193.04,0.0,9.86,0.0,0.53,0.0,0.0,0.0,0.0,5,1,
Darrill Schoonover,40.75068493150685,187.96,99.79024,0.0,1.2,4.35,0.33,0.38,0.0,0.0,0.5,1.1,14,8,
Bob Schrijber,61.13972602739726,182.88,108.86207999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20,17,
Nate Schroeder,52.88493150684931,185.42,104.32616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,
Lacey Schuckman,37.75342465753425,160.02,56.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,
Mark Schultz,65.4931506849315,175.26,90.7184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,
Wes Schultz,29.682191780821917,185.42,83.91452,195.58,4.6,4.97,0.43,0.45,4.52,0.25,0.0,1.1,8,3,
Brian Schwartz,0.0,190.5,77.11064,0.0,1.27,0.87,0.44,0.45,0.0,0.0,0.5,1.0,1,1,
Eric Schwartz,0.0,0.0,92.98636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,
Justin Scoggins,33.95616438356164,170.18,56.699,167.64000000000001,3.56,2.16,0.51,0.55,3.42,0.63,0.82,0.5,11,5,
Brad Scott,36.81369863013698,185.42,77.11064,193.04,3.52,4.31,0.41,0.57,0.32,0.15,0.63,0.7,11,6,
Greg Scott,0.0,175.26,65.77083999999999,0.0,3.9,7.79,0.55,0.37,11.69,1.0,0.0,0.0,3,4,
Louis Lee Scott,26.13150684931507,172.72,61.23492,177.8,5.35,0.81,0.58,0.71,2.43,0.66,1.0,0.0,10,0,
Zachary Scroggin,30.101369863013698,190.5,77.11064,187.96,2.4,8.8,0.37,0.68,0.0,0.0,0.0,0.0,7,1,
