nombre,edad,altura_cm,peso_kg,alcance_cm,splm,sapm,str_acc,str_def,td_avg,td_acc,td_def,sub_avg,wins,losses,imagen_url
Bubba Pugh,0.0,177.8,83.91452,0.0,2.87,2.6,0.67,0.23,4.0,0.57,0.8,0.0,3,3,
Juan Manuel Puig,36.983561643835614,175.26,65.77083999999999,0.0,4.91,7.17,0.23,0.51,0.0,0.0,0.0,0.0,11,4,
Hugh Pulley,0.0,182.88,70.30676,0.0,4.47,3.27,0.63,0.57,4.0,0.66,0.69,0.0,6,3,
Josh Pulsifer,43.09315068493151,177.8,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17,8,
Jens Pulver,51.37260273972603,170.18,65.77083999999999,177.8,2.12,3.13,0.37,0.56,0.22,0.33,0.63,0.3,27,19,
Andrey Pulyaev,28.594520547945205,193.04,83.91452,198.12,3.84,3.14,0.56,0.55,0.29,0.16,0.64,0.0,10,4,
CM Punk,47.48219178082192,185.42,77.11064,185.42000000000002,1.1,4.87,0.23,0.4,0.87,0.11,0.0,0.0,0,1,
Joe Pyfer,29.575342465753426,187.96,83.91452,190.5,3.47,3.05,0.43,0.53,1.23,0.33,0.5,1.0,15,3,
Mike Pyle,50.58904109589041,182.88,77.11064,187.96,2.74,2.84,0.45,0.6,1.8,0.35,0.7,1.5,27,14,
Pat Pytlik,36.98082191780822,182.88,77.11064,185.42000000000002,3.12,4.56,0.56,0.22,0.0,0.0,0.33,0.0,9,2,
Qiu Lun,28.76986301369863,172.72,56.699,167.64000000000001,3.51,1.78,0.46,0.67,0.67,0.18,0.68,0.0,16,9,
Bao Quach,46.62465753424657,160.02,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19,10,
Gary Quan,55.03013698630137,172.72,64.863656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,
Billy Quarantillo,37.35616438356164,177.8,65.77083999999999,177.8,7.44,5.83,0.54,0.42,1.47,0.24,0.61,1.0,18,7,
Nate Quarry,54.09315068493151,182.88,83.91452,182.88,4.96,2.8,0.44,0.66,0.25,0.33,0.6,0.0,12,4,
Vinicius Queiroz,42.63835616438356,200.66,99.79024,0.0,3.67,4.1,0.51,0.41,5.07,0.7,1.0,0.7,8,4,
Jimmy Quinlan,39.8986301369863,182.88,83.91452,0.0,2.08,5.94,0.7,0.16,4.46,0.25,0.0,0.0,3,1,
Josh Quinlan,33.18904109589041,182.88,77.11064,182.88,3.57,6.38,0.42,0.53,0.34,0.11,0.71,0.0,6,3,
Ryan Quinn,0.0,172.72,65.77083999999999,0.0,2.31,1.67,0.41,0.48,0.0,0.0,0.0,1.9,13,7,
Michel Quinones,41.320547945205476,177.8,70.30676,185.42000000000002,2.91,5.98,0.29,0.48,0.0,0.0,0.36,0.0,8,3,
Landon Quinones,30.4,175.26,70.30676,177.8,6.77,7.7,0.4,0.55,0.5,0.33,1.0,0.0,7,3,
Jose Quinonez,35.72054794520548,172.72,61.23492,175.26,3.6,3.0,0.45,0.64,2.7,0.47,0.42,0.6,9,5,
Cristian Quinonez,29.96986301369863,172.72,61.23492,177.8,3.67,3.71,0.43,0.56,3.14,0.55,0.85,0.6,19,5,
Benji Radach,47.04109589041096,177.8,83.91452,0.0,2.62,2.31,0.49,0.51,1.06,0.41,0.71,0.4,21,7,
Jordan Radev,49.558904109589044,170.18,83.91452,0.0,1.35,2.38,0.23,0.66,0.0,0.0,0.8,0.0,23,5,
Charles Radtke,35.772602739726025,175.26,77.11064,182.88,2.8,2.63,0.54,0.54,1.32,0.3,1.0,0.7,11,5,
Loik Radzhabov,35.58082191780822,180.34,70.30676,175.26,2.89,3.76,0.44,0.46,4.65,0.57,0.42,0.0,18,6,
Gilbert Rael,0.0,172.72,70.30676,0.0,0.0,7.46,0.0,0.37,4.86,1.0,0.0,0.0,1,3,
Josh Rafferty,45.28219178082192,182.88,77.11064,0.0,0.6,3.6,0.33,0.5,0.0,0.0,0.0,9.0,9,8,
Marwan Rahiki,23.92876712328767,172.72,65.77083999999999,182.88,5.96,6.1,0.47,0.56,0.0,0.0,1.0,2.1,7,0,
Amir Rahnavardi,51.36986301369863,182.88,92.98636,0.0,0.67,0.0,0.25,1.0,0.0,0.0,0.5,0.0,11,10,
Ricky Rainey,42.8054794520548,185.42,77.11064,195.58,2.55,2.62,0.48,0.46,0.95,0.18,0.55,0.0,12,6,
Shavkat Rakhmonov,31.47945205479452,185.42,77.11064,195.58,3.25,2.17,0.6,0.51,1.4,0.25,0.85,1.2,19,0,
Sora Rakhmonova,27.816438356164383,0.0,56.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,1,
Aleksandar Rakic,34.19178082191781,193.04,92.98636,198.12,4.13,2.86,0.5,0.51,0.64,0.21,0.85,0.1,14,6,
Jessica Rakoczy,49.016438356164386,170.18,52.16308,0.0,2.5,3.55,0.44,0.64,0.75,0.2,0.0,0.8,1,5,
Zygimantas Ramaska,29.2986301369863,180.34,65.77083999999999,180.34,0.96,2.25,0.6,0.3,0.0,0.0,0.33,2.4,9,3,
Thomas Ramirez,0.0,185.42,185.97272,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,
Hector Ramirez,50.06301369863014,182.88,92.98636,0.0,2.27,4.6,0.41,0.56,2.3,0.55,0.66,0.5,10,6,
Matt Ramirez,0.0,165.1,56.699,0.0,3.03,0.67,0.5,0.75,2.53,0.16,1.0,0.0,2,3,
Steve Ramirez,0.0,170.18,56.699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,2,
Amador Ramirez,35.84109589041096,0.0,61.23492,0.0,4.93,2.07,0.51,0.69,1.0,0.33,0.0,0.0,5,4,
Mitch Ramirez,33.44931506849315,180.34,70.30676,180.34,3.51,3.98,0.44,0.37,0.59,0.33,0.25,0.0,8,3,
Andrew Ramm,0.0,185.42,72.57472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,
Ian Rammel,40.73972602739726,182.88,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,
Luis Ramos,45.24931506849315,172.72,77.11064,0.0,2.4,5.6,0.35,0.42,1.5,0.2,1.0,0.0,20,10,
Ricardo Ramos,30.706849315068492,175.26,65.77083999999999,182.88,2.91,3.97,0.36,0.54,2.51,0.57,0.67,1.0,17,8,
Davi Ramos,39.44931506849315,167.64000000000001,70.30676,177.8,2.64,3.44,0.37,0.56,1.95,0.4,0.83,0.6,10,4,
Dorian Ramos,32.29041095890411,172.72,65.77083999999999,177.8,2.3,2.67,0.52,0.47,1.82,0.25,0.33,0.0,8,3,
Vernon Ramos Ho,33.868493150684934,167.64000000000001,77.11064,0.0,4.0,8.0,0.25,0.55,0.0,0.0,0.0,0.0,3,1,
Kevin Randleman,54.6986301369863,177.8,92.98636,0.0,1.26,1.12,0.54,0.57,2.0,0.56,0.3,0.8,17,16,
Raou Raou,0.0,172.72,88.45044,0.0,2.01,6.75,0.16,0.6,0.0,0.0,0.0,0.0,0,1,
Mitch Raposo,27.495890410958904,165.1,56.699,162.56,1.73,2.65,0.36,0.61,2.54,0.37,0.61,0.0,10,3,
Hussain Rasouli,0.0,167.64000000000001,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,
David Rasouri,0.0,170.18,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3,
Ed Ratcliff,43.12328767123287,177.8,70.30676,180.34,2.71,2.96,0.38,0.63,0.28,0.16,0.53,0.0,7,3,
Bec Rawlings,37.178082191780824,167.64000000000001,56.699,162.56,4.48,5.66,0.42,0.57,0.71,0.4,0.68,0.4,7,8,
Gideon Ray,52.9013698630137,177.8,83.91452,0.0,2.08,2.58,0.4,0.53,1.49,1.0,0.0,0.0,17,15,
Joe Ray,41.33424657534247,0.0,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,0,
Stevie Ray,36.06301369863014,177.8,70.30676,177.8,3.73,2.93,0.44,0.54,0.75,0.46,0.55,0.6,23,9,
Keenan Raymond,0.0,0.0,74.84268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,3,
Iony Razafiarison,41.31780821917808,160.02,65.77083999999999,0.0,1.2,1.4,0.42,0.53,2.0,0.5,0.75,0.0,2,1,
Abdul Razak Alhassan,40.68493150684932,177.8,83.91452,185.42000000000002,3.64,4.01,0.49,0.54,0.84,0.33,0.51,0.2,12,7,
Antony Rea,49.76438356164383,182.88,92.98636,0.0,2.89,5.42,0.28,0.42,0.0,0.0,1.0,0.0,33,15,
Mateusz Rebecki,33.534246575342465,170.18,70.30676,167.64000000000001,5.21,4.69,0.46,0.53,3.38,0.52,0.5,0.5,20,4,
Rafael Rebello,45.50684931506849,165.1,61.23492,170.18,2.19,3.29,0.32,0.58,2.82,0.33,0.75,0.5,9,4,
Greg Rebello,43.84931506849315,182.88,108.86207999999999,185.42000000000002,2.61,2.92,0.39,0.58,0.0,0.0,0.0,0.0,24,8,
Paul Redmond,39.49315068493151,177.8,65.77083999999999,0.0,0.72,2.99,0.34,0.41,0.0,0.0,0.5,0.0,12,7,
Dennis Reed,56.61095890410959,0.0,92.98636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45,62,
Karl Reed,37.47123287671233,190.5,92.98636,198.12,2.04,3.84,0.44,0.38,1.06,0.22,0.53,0.0,6,1,
Elise Reed,33.36164383561644,160.02,52.16308,160.02,3.41,3.26,0.53,0.51,0.46,0.6,0.53,0.0,8,5,
John Reedy,0.0,172.72,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,6,
Johnny Rees,43.49315068493151,182.88,77.11064,0.0,3.29,0.84,0.64,0.47,1.15,0.25,0.5,0.0,13,5,
James Reese,45.326027397260276,175.26,70.30676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,10,
Zach Reese,32.06301369863014,193.04,83.91452,195.58,4.48,3.92,0.54,0.43,2.8,0.61,0.52,1.3,10,3,
Stephen Regman,34.6986301369863,180.34,83.91452,193.04,1.41,4.93,0.6,0.23,3.52,1.0,0.0,0.0,9,4,
Chad Reiner,44.8054794520548,180.34,77.11064,0.0,0.53,1.97,0.2,0.46,0.99,0.33,0.25,2.0,33,18,
Jason Reinhardt,56.47397260273973,167.64000000000001,61.23492,0.0,0.51,4.07,0.4,0.43,1.91,0.12,0.5,0.0,20,3,
Wilson Reis,41.27945205479452,162.56,56.699,165.1,1.83,3.04,0.29,0.55,5.15,0.42,0.47,0.6,23,10,
Ben Reiter,38.80821917808219,190.5,83.91452,0.0,1.8,1.53,0.46,0.54,7.0,0.43,0.0,0.0,17,2,
Goran Reljic,42.07945205479452,190.5,92.98636,205.74,1.69,2.69,0.37,0.59,1.69,0.5,0.33,1.1,15,8,
Leigh Remedios,50.26849315068493,170.18,70.30676,0.0,0.75,1.36,0.41,0.68,0.0,0.0,0.33,0.0,18,10,
Ren Yawei,28.183561643835617,175.26,70.30676,175.26,4.67,5.32,0.64,0.36,0.0,0.0,0.66,1.4,9,4,
Paulo Renato Junior,32.221917808219175,182.88,92.98636,185.42000000000002,4.89,5.18,0.45,0.56,0.0,0.0,1.0,0.0,12,3,
Chance Rencountre,39.295890410958904,187.96,77.11064,190.5,1.1,3.62,0.2,0.49,1.35,0.26,0.16,0.3,14,4,
Montse Rendon,37.087671232876716,172.72,61.23492,172.72,3.09,3.42,0.28,0.59,2.0,0.37,1.0,0.3,7,1,
Marion Reneau,48.83287671232877,167.64000000000001,61.23492,172.72,3.2,3.52,0.41,0.59,0.62,0.63,0.5,0.8,9,8,
Solomon Renfro,29.18904109589041,175.26,77.11064,182.88,5.2,3.53,0.44,0.61,2.0,0.5,1.0,0.0,8,2,
John Renken,53.3041095890411,182.88,86.18248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18,28,
Herman Renting,57.30684931506849,182.88,97.52228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,3,
Marco Polo Reyes,41.443835616438356,180.34,70.30676,180.34,6.0,5.52,0.37,0.59,0.0,0.0,0.46,0.0,8,7,
Dominick Reyes,36.30684931506849,193.04,92.98636,195.58,5.39,3.49,0.54,0.49,0.29,0.28,0.82,0.3,15,5,
Alex Reyes,39.54246575342466,180.34,70.30676,185.42000000000002,4.46,6.92,0.46,0.48,1.5,0.28,0.0,0.0,13,5,
Kyle Reyes,0.0,172.72,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,7,
Javier Reyes,32.515068493150686,170.18,65.77083999999999,185.42000000000002,8.91,2.53,0.55,0.47,2.0,0.5,0.5,0.0,23,5,
Victor Reyna,39.701369863013696,180.34,77.11064,187.96,5.8,4.75,0.63,0.42,0.0,0.0,1.0,0.0,11,5,
Gaston Reyno,39.43287671232877,182.88,65.77083999999999,0.0,7.79,3.9,0.62,0.44,0.0,0.0,0.0,11.7,6,2,
Johnny Rhodes,0.0,182.88,95.25431999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1,
Mike Rhodes,36.367123287671234,185.42,77.11064,187.96,3.2,4.13,0.39,0.64,0.96,0.33,0.75,0.5,10,5,
Lucrezia Ria,33.81095890410959,167.64000000000001,56.699,0.0,4.07,4.4,0.46,0.45,1.0,0.33,0.0,0.0,8,2,
Amanda Ribas,32.63835616438356,162.56,52.16308,167.64000000000001,4.26,3.29,0.39,0.6,2.05,0.52,0.82,0.6,13,7,
Vitor Ribeiro,47.15068493150685,172.72,69.853168,0.0,1.0,1.95,0.28,0.48,1.58,0.26,1.0,1.2,20,5,
Will Ribeiro,43.16712328767123,172.72,61.23492,0.0,1.83,1.64,0.28,0.74,1.15,1.0,0.5,2.9,10,2,
Claudio Ribeiro,33.74794520547945,185.42,83.91452,195.58,3.59,4.9,0.51,0.3,0.56,0.5,0.66,0.0,11,5,
Brendson Ribeiro,29.6,190.5,92.98636,205.74,3.06,4.0,0.42,0.53,0.9,0.42,0.18,0.6,17,9,
Esteban Ribovics,29.96712328767123,177.8,70.30676,175.26,8.09,6.3,0.43,0.54,0.39,0.66,0.7,0.2,15,2,
Mike Ricci,40.084931506849315,182.88,70.30676,193.04,1.8,1.64,0.32,0.65,0.67,1.0,0.54,0.0,11,5,
Alex Ricci,43.74520547945205,180.34,70.30676,0.0,2.48,2.53,0.41,0.64,0.0,0.0,0.64,0.0,10,5,
Tabatha Ricci,31.147945205479452,154.94,52.16308,154.94,4.18,5.19,0.36,0.57,2.69,0.37,0.78,0.1,12,3,
Matt Ricehouse,39.104109589041094,0.0,70.30676,0.0,3.7,4.8,0.44,0.47,1.0,0.22,0.81,0.0,6,1,
John Richard,43.90958904109589,0.0,92.98636,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,5,
Rex Richards,45.50410958904109,195.57999999999998,120.20188,0.0,17.65,5.29,0.58,0.72,0.0,0.0,0.0,0.0,7,2,
Mike Richman,40.81917808219178,172.72,61.23492,0.0,4.06,3.49,0.44,0.43,0.0,0.0,0.76,0.0,18,7,
Dave Rickels,37.27945205479452,180.34,70.30676,0.0,4.29,5.53,0.59,0.42,0.0,0.0,0.25,0.0,18,4,
Haisam Rida,32.726027397260275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,
Brad Riddell,34.54520547945206,170.18,70.30676,180.34,4.71,3.53,0.53,0.53,1.77,0.36,0.63,0.0,10,4,
Matthew Riddle,40.25753424657534,185.42,77.11064,193.04,3.01,2.74,0.42,0.54,3.51,0.5,0.89,0.5,8,3,
Joe Riggs,43.56986301369863,182.88,83.91452,177.8,2.41,1.69,0.51,0.57,2.45,0.55,0.62,0.6,44,17,
Jeremiah Riggs,43.33698630136986,182.88,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7,8,
Aaron Riley,45.35890410958904,172.72,70.30676,175.26,3.45,3.78,0.34,0.61,1.18,0.34,0.6,0.1,30,14,
Jason Riley,50.57808219178082,198.12,111.13004,0.0,0.0,9.68,0.0,0.33,0.0,0.0,0.5,0.0,10,7,
Luke Riley,26.791780821917808,175.26,65.77083999999999,175.26,2.55,1.27,0.6,0.46,0.0,0.0,0.42,0.0,12,0,
Moise Rimbon,49.0,177.8,92.98636,0.0,0.8,1.0,0.34,0.71,1.0,0.5,0.37,0.0,23,11,
Jordan Rinaldi,38.56164383561644,177.8,65.77083999999999,182.88,1.56,2.32,0.35,0.59,1.45,0.35,0.2,1.2,14,7,
Nick Ring,47.18904109589041,182.88,83.91452,187.96,3.52,3.48,0.42,0.62,1.36,0.36,0.52,0.3,14,4,
Robbie Ring,25.75068493150685,175.26,65.77083999999999,172.72,5.11,9.15,0.38,0.38,4.04,0.33,0.0,0.0,6,1,
Mike Rio,44.78630136986301,177.8,70.30676,177.8,1.68,2.99,0.39,0.53,2.58,0.27,0.0,1.0,10,5,
Albert Rios,0.0,172.72,65.77083999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,6,
Rafael Rios,0.0,0.0,68.0388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,2,
Maria Rios,42.88493150684931,165.1,56.699,0.0,2.93,4.13,0.34,0.56,2.0,0.5,1.0,0.0,2,3,
Shannon Ritch,55.56712328767123,175.26,86.18248,0.0,1.0,6.0,1.0,0.5,0.0,0.0,0.0,0.0,56,83,
Diego Rivas,34.43013698630137,172.72,65.77083999999999,175.26,1.37,2.14,0.4,0.52,1.79,0.6,0.64,0.9,10,2,
Jorge Rivera,54.14520547945205,185.42,83.91452,185.42000000000002,3.16,2.64,0.48,0.54,0.84,0.5,0.63,0.1,20,9,
Dante Rivera,51.367123287671234,185.42,83.91452,0.0,2.27,4.0,0.53,0.25,0.0,0.0,0.16,0.0,16,7,
Mario Rivera,0.0,177.8,77.11064,0.0,0.0,8.41,0.0,0.2,0.0,0.0,0.0,0.0,6,8,
Francisco Rivera,44.52876712328767,172.72,61.23492,177.8,4.07,3.16,0.41,0.68,1.01,0.63,0.68,0.6,11,7,
Jonathan Rivera,0.0,0.0,70.30676,0.0,4.36,3.9,0.49,0.6,0.0,0.0,0.0,0.0,4,2,
Jimmie Rivera,36.8,162.56,61.23492,172.72,4.03,3.9,0.4,0.6,0.88,0.27,0.92,0.1,23,5,
Irwin Rivera,37.16986301369863,167.64000000000001,61.23492,170.18,3.36,5.07,0.44,0.57,1.0,0.16,0.7,0.0,10,6,
Jerome Rivera,30.983561643835618,177.8,56.699,182.88,3.21,2.6,0.33,0.51,0.0,0.0,0.4,0.0,10,6,
Nicdali Rivera-Calanoc,40.84931506849315,160.02,47.627159999999996,0.0,1.82,2.42,0.2,0.78,0.0,0.0,0.0,0.0,9,10,
Pedro Rizzo,51.967123287671235,185.42,109.31567199999999,0.0,1.93,3.02,0.34,0.5,0.26,0.28,0.78,0.0,20,11,
Theo Rlayang,31.682191780821917,170.18,65.77083999999999,165.1,5.93,8.4,0.48,0.4,2.0,0.4,0.0,0.0,5,1,
Justin Robbins,45.723287671232875,165.1,61.23492,0.0,0.67,3.2,0.37,0.47,0.0,0.0,0.0,0.0,14,18,
Kali Robbins,41.78630136986301,160.02,52.16308,160.02,3.73,9.4,0.46,0.44,2.0,0.33,0.0,0.0,6,3,
Karl Roberson,35.534246575342465,185.42,92.98636,187.96,2.57,2.42,0.51,0.57,0.72,0.4,0.4,0.5,9,6,
Andre Roberts,61.15890410958904,187.96,156.48924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14,2,
David Roberts,50.43013698630137,185.42,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,8,
Joey Roberts,48.43835616438356,187.96,90.7184,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,3,
Tyrone Roberts,53.76986301369863,175.26,83.91452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43,12,
Ryan Roberts,47.76164383561644,167.64000000000001,70.30676,0.0,0.0,22.5,0.0,0.45,0.0,0.0,0.0,0.0,21,12,
Taylor Roberts,0.0,180.34,77.11064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,12,
Daniel Roberts,45.704109589041096,177.8,77.11064,187.96,0.73,2.27,0.2,0.46,2.46,0.44,0.4,2.5,15,7,
Buddy Roberts,43.50410958904109,187.96,83.91452,0.0,2.17,2.08,0.34,0.7,0.0,0.0,0.76,0.7,12,3,
Danny Roberts,38.76164383561644,185.42,77.11064,187.96,3.18,3.73,0.39,0.5,0.24,0.09,0.57,0.2,18,8,
Roosevelt Roberts,32.175342465753424,187.96,70.30676,185.42000000000002,2.84,3.1,0.43,0.52,1.18,0.26,0.5,0.7,12,6,
Kenny Robertson,42.175342465753424,177.8,77.11064,187.96,3.72,3.02,0.47,0.52,1.37,0.26,0.57,0.8,15,5,
Gillian Robertson,30.915068493150685,165.1,52.16308,160.02,2.86,2.86,0.48,0.56,2.74,0.4,0.41,0.9,16,8,
Chad Robichaux,50.673972602739724,162.56,61.23492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13,2,
Mark Robinson,0.0,182.88,120.20188,0.0,0.0,5.8,0.0,0.13,0.0,0.0,0.0,0.0,1,0,
Colin Robinson,57.4,193.04,110.222856,0.0,6.19,7.91,0.69,0.37,2.58,1.0,0.5,5.2,10,12,
Alvin Robinson,43.75890410958904,175.26,70.30676,172.72,1.57,1.29,0.5,0.51,1.24,0.5,0.25,1.2,15,9,
Damonte Robinson,30.84931506849315,182.88,70.30676,195.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6,1,
Vagner Rocha,43.868493150684934,177.8,70.30676,185.42000000000002,2.64,4.5,0.42,0.48,1.4,0.33,0.5,1.9,14,4,
Carlos Eduardo Rocha,44.76986301369863,177.8,77.11064,185.42000000000002,1.24,1.85,0.34,0.55,0.0,0.0,0.52,1.4,9,4,
Pedro Rocha,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,
Lucas Rocha,25.671232876712327,160.02,56.699,162.56,5.09,3.67,0.49,0.56,1.64,0.75,0.76,0.0,18,2,
Shem Rock,32.443835616438356,180.34,70.30676,185.42000000000002,2.93,3.4,0.42,0.56,1.0,0.11,0.8,0.0,12,2,
Keith Rockel,60.652054794520545,182.88,83.91452,0.0,1.13,0.21,0.73,0.66,4.63,0.75,1.0,4.6,12,4,
Luke Rockhold,41.5013698630137,190.5,83.91452,195.58,4.1,2.68,0.49,0.53,0.7,0.29,0.65,1.0,16,6,
Kevin Roddy,0.0,180.34,65.77083999999999,0.0,2.64,2.38,0.3,0.6,0.0,0.0,0.5,0.0,15,16,
Gregory Rodrigues,34.16164383561644,190.5,83.91452,190.5,5.53,4.78,0.51,0.5,1.9,0.34,0.75,0.4,19,6,
Kleydson Rodrigues,30.482191780821918,165.1,61.23492,170.18,4.58,2.29,0.57,0.53,0.6,0.22,0.53,0.6,8,4,
Levi Rodrigues Jr.,29.4986301369863,182.88,92.98636,193.04,4.5,2.1,0.78,0.22,0.0,0.0,1.0,0.0,6,0,
Paul Rodriguez,50.92602739726028,170.18,70.30676,0.0,0.84,1.68,1.0,0.68,0.0,0.0,0.5,0.0,10,9,
Ricco Rodriguez,48.66849315068493,193.04,120.20188,0.0,1.85,1.15,0.51,0.61,2.3,0.39,0.4,1.0,53,25,
Manuel Rodriguez,40.98082191780822,175.26,77.11064,0.0,0.81,3.23,0.33,0.38,9.09,0.75,0.0,0.0,11,5,
Yair Rodriguez,33.52602739726027,180.34,65.77083999999999,180.34,4.65,3.78,0.46,0.52,0.71,0.29,0.59,0.6,21,6,
Mike Rodriguez,37.38356164383562,193.04,92.98636,208.28,4.35,4.24,0.53,0.41,0.0,0.0,0.37,0.0,11,7,
Marina Rodriguez,38.96986301369863,167.64000000000001,52.16308,165.1,4.51,3.01,0.46,0.55,0.27,0.5,0.61,0.3,17,6,
Daniel Rodriguez,39.295890410958904,185.42,77.11064,187.96,7.2,5.4,0.49,0.57,0.51,0.5,0.64,0.1,20,5,
Ray Rodriguez,38.35342465753425,170.18,61.23492,177.8,0.9,3.89,0.27,0.4,1.42,0.5,0.44,0.0,16,8,
Ronaldo Rodriguez,26.93972602739726,167.64000000000001,56.699,165.1,2.71,3.8,0.43,0.44,1.09,0.36,0.64,0.8,17,3,
Drako Rodriguez,29.83013698630137,172.72,61.23492,175.26,3.37,4.4,0.36,0.58,2.93,0.66,0.75,0.7,7,3,
Victor Rodriguez,33.61095890410959,165.1,56.699,170.18,1.59,6.11,0.37,0.5,0.0,0.0,0.0,0.0,7,4,
Piera Rodriguez,33.42739726027397,160.02,52.16308,160.02,3.54,2.81,0.47,0.55,4.53,0.54,0.73,0.0,11,2,
Christian Rodriguez,28.326027397260273,170.18,65.77083999999999,180.34,3.85,2.85,0.5,0.56,1.75,0.4,0.67,1.1,12,4,
Pete Rodriguez,29.41917808219178,175.26,77.11064,180.34,9.28,12.83,0.43,0.42,0.0,0.0,1.0,0.0,5,2,
Imanol Rodriguez,26.413698630136988,162.56,56.699,162.56,5.71,2.42,0.55,0.58,1.3,0.33,0.0,0.0,7,0,
Nick Roehrick,38.78356164383562,187.96,92.98636,0.0,2.31,6.92,0.17,0.44,0.0,0.0,0.0,0.0,7,1,
Marcos Rogerio de Lima,40.81369863013698,185.42,114.758776,190.5,3.7,2.9,0.57,0.51,1.4,0.45,0.59,0.5,22,10,
Brett Rogers,45.16712328767123,195.57999999999998,120.20188,205.74,3.17,3.2,0.44,0.46,0.0,0.0,0.58,0.0,17,10,
Brian Rogers,42.172602739726024,180.34,83.91452,0.0,4.79,5.76,0.38,0.58,1.22,0.5,1.0,0.6,14,9,
Pete Rogers Jr.,0.0,182.88,65.77083999999999,0.0,0.66,1.71,0.15,0.65,0.0,0.0,0.0,0.0,2,4,
Max Rohskopf,31.55068493150685,185.42,70.30676,180.34,1.7,5.8,0.31,0.42,3.0,0.33,0.0,1.5,5,1,
Marcelo Rojo,37.79178082191781,172.72,65.77083999999999,180.34,4.92,6.42,0.39,0.55,0.46,0.5,0.66,0.0,16,10,
Shane Roller,46.76712328767123,177.8,70.30676,182.88,2.04,2.65,0.34,0.6,2.46,0.33,0.42,1.9,11,7,
Jared Rollins,49.23013698630137,175.26,77.11064,0.0,3.33,2.41,0.57,0.39,2.5,0.5,0.5,1.2,8,4,
Tim Roman,40.86027397260274,185.42,77.11064,0.0,0.6,2.4,0.4,0.4,1.0,1.0,0.16,0.0,3,4,
Alexandr Romanov,35.347945205479455,187.96,118.841104,190.5,3.78,2.13,0.51,0.54,4.49,0.55,0.28,0.9,18,3,
Ricardo Romero,48.013698630136986,182.88,92.98636,193.04,2.17,4.77,0.55,0.46,1.63,0.1,1.0,3.3,11,3,
Yoel Romero,48.97260273972603,182.88,83.91452,185.42000000000002,3.44,3.05,0.49,0.6,1.57,0.3,0.78,0.0,13,5,
Anthony Romero,29.134246575342466,180.34,70.30676,177.8,5.87,4.0,0.52,0.65,2.0,0.22,1.0,0.0,8,0,
Kaleio Romero,29.98904109589041,177.8,65.77083999999999,175.26,2.6,3.27,0.48,0.5,1.0,0.08,0.0,1.0,6,2,
Roberto Romero,26.205479452054796,172.72,65.77083999999999,177.8,4.56,6.44,0.49,0.44,0.0,0.0,0.71,0.0,8,5,
Mara Romero Borella,39.87397260273973,167.64000000000001,56.699,175.26,2.54,2.48,0.37,0.71,1.83,0.44,0.66,0.2,12,9,
